MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10751300,Active,245 Glenridge Rd,3,2,0,1160000,,10/07/2019 12:00:00 AM,,Key Biscayne,TROPICAL ISLE HOMES SUB 4,7315,1669,1669,1953,Concrete Block Construction,Detached,One Story,Electric Heat,Central Cooling,3,Driveway,,,"Fence, Other, Patio",Other Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,"Family Room, Florida Room",Municipal Sewer,Garden View,Municipal Water,,TROPICAL ISLE HOMES SUB 4,19281,,False,,R30-No Pool/No Water,False,False,,,,,"Beach Club Member Available, Community Pool, Other Membership Available",,No Restrictions,,,,,,,,,,,,,"Cozy single home on a corner lot at desirable Glenridge Dr.  Plenty of garden and play area for kids, ideally located for schools, community services, church, parks and clubs Key Biscayne is by far the best town to raise a family. Excellent schools, safest community, gorgeous surroundings and of course the beaches. Your client will love the place !!!!",,,33149,4,,,,,,7,Miami-Dade County,24-42-32-006-1020,10/11/2019 12:06:39 PM,,
A10506457,Active,425 Grapetree Dr,2,3,0,1150000,,07/15/2018 12:00:00 AM,,Key Biscayne,GRAPETREE TOWNHOUSE CONDO,,1404,1404,1974,Cbs Construction,,,Central Heat,Central Cooling,0,"1 Space, Golf Cart Parking, Guest Parking",,"Dining/Living Room, Snack Bar/Counter","High Impact Doors, Patio, Screened Porch, Shed",Ceramic Floor,"First Floor Entry, Built-Ins, Closet Cabinetry, Cooking Island, Split Bedroom, Walk-In Closets",,,,,"Den/Library/Office, Storage Room, Utility Room/Laundry",,,,"Blinds/Shades, High Impact Windows, Impact Glass",GRAPETREE TOWNHOUSE CONDO,10460,,,"Dual Sinks, Shower Only",T52-Townhouse Condo,False,False,,71,1,2,,Fire Alarm,"Ok To Lease, Okay To Lease 1st Year",,Monthly,695,0,0,0,,,,GRAPETREE TOWNHOUSES,213,,"ABSOLUTELY STUNNING 2/3 UNIT WITH A DEN THAT CAN EASILY BECOME A 3RD BEDROOM. FROM THE MOMENT YOU WALK IN THE DOOR YOU CAN SEE THAT NO DETAILS WERE SPARED IN THIS RENOVATION INCLUDING ADDING EXTRA SQ FOOTAGE. THE UNIT HAS IMPACT WINDOWS AND DOORS. THE FIRST FLOOR HAS PORCELIN TILE FLOORS WITH AN AMAZING OPEN KITCHEN WITH QUARTZ COUNTERTOPS, STAINLESS STEEL APPLIANCES, AS WELL AS AN OVERSIZED DEN WITH A FULL BATH. THE STAIRCASE AND THE ENTIRE SECOND FLOOR ARE DONE IN A BEAUTIFUL MAN MADE WOOD THAT LOOK AND FEEL LIKE THE REAL DEAL WITH OUT THE FEAR OF DAMAGE. CUSTOM DONE BATHROOMS AND CLOSETS. PARKING SPACE IS COVERED WITH PLENTY OF GUEST PARKING AND STREET PARKING. THE BEACH IS ONLY STEPS AWAY AS IS THE POOL, SCHOOLS, SHOPS AND MORE. LOW MAINTENANCE AS WELL AS NEW ROOF. A MUST SEE.",,,33149,17,,,,,,456,Miami-Dade County,24-52-04-012-0400,07/18/2018 4:55:44 PM,,
A10664938,Active,261 Greenwood Dr,2,2,0,1149000,,04/30/2019 12:00:00 AM,,Key Biscayne,TROPICAL ISLE HOMES SUB 4,7500,1812,1812,1954,Cbs Construction,Attached,"One Story, Ranch",Central Heat,Central Cooling,0,"Covered Parking, Slab/Strip",,Dining/Living Room,"Exterior Lighting, Open Porch, Storm/Security Shutters","Ceramic Floor, Terrazzo Floors",Walk-In Closets,Less Than 1/4 Acre Lot,,,,Utility Room/Laundry,Municipal Sewer,Garden View,Municipal Water,Blinds/Shades,TROPICAL ISLE HOMES SUB 4,19988,,False,Combination Tub & Shower,R30-No Pool/No Water,False,False,,,,,Paved Road,,Ok To Lease,,,,,,,,,,,,,"Location, Location, Location! This charming home with North/South exposure offers large covered terraces, spacious living and en suite master bedroom, open kitchen and  covered parking/carport area. Located on a very sought after quiet street, higher elevated then many streets on the island.  Easy to show!",,,33149,16,,,,,,167,Miami-Dade County,24-42-32-006-2830,04/30/2019 10:55:59 AM,,
A10713284,Active,310 Shore Dr E,3,2,0,1144000,,07/25/2019 12:00:00 AM,,Miami,BAY HEIGHTS,9600,3263,2215,1963,Cbs Construction,Detached,"One Story, Split Level",Central Heat,Central Cooling,2,"Covered Parking, Driveway",Attached,"Breakfast Area, Formal Dining, Snack Bar/Counter","Barbeque, Deck, Fence, Patio, Room For Pool, Storm/Security Shutters","Carpeted Floors, Ceramic Floor","First Floor Entry, Pantry, 3 Bedroom Split",Less Than 1/4 Acre Lot,,,,"Atrium, Attic, Den/Library/Office, Family Room, Utility Room/Laundry",Municipal Sewer,Garden View,Municipal Water,Impact Glass,BAY HEIGHTS,20287,,False,"Combination Tub & Shower, Dual Sinks, Whirlpool/Spa",R30-No Pool/No Water,False,False,,,,,"Mandatory Hoa, Security Patrol",,Ok To Lease,,Yearly,,,,125,,,Bay Heights,,,,"Best value in prestigious Bay Heights, directly across from Vizcaya and 2 minutes to Coconut Grove and downtown Brickell.  Location, location, location!  Architecturally significant for the period.  Beautiful glass ""sun room"" feeds into the cozy sunken living room.  Plans available to add a second story or move right in.  Was a thriving AirBNB and VRBO side business. This home offers amazing optional private lender financing with 5% down and $4527 per month for qualified buyers.",,9600,33133,31,,,,,,81,Miami-Dade County,01-41-14-006-0410,07/26/2019 10:22:45 AM,,
A10723032,Active,794 Curtiswood Dr,3,1,0,1140000,,08/13/2019 12:00:00 AM,,Key Biscayne,BISCAYNE KEY ESTATES,7500,1263,1215,1951,Concrete Block With Brick,Detached,One Story,Central Heat,Central Cooling,1,Driveway,Detached,,Fence,Parquet Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Florida Room,Septic Tank,None,Municipal Water,,BISCAYNE KEY ESTATES,5583,False,False,,R30-No Pool/No Water,False,False,,,,,Public Road,,No Restrictions,,,,,,,,,Bisayne Estates,,,,"""Multi offers being reviewed by Seller, we will update MLS once seller reaches decision"". Owner Financing 50% Down. Inspection Done, Original Mackle home on 7500 sq ft lot. A 3/1 in tax records, owner has converted to a 2/1. Renovate and keep the charm for years to come, or build your dream home on a quiet street. North/South Exposure, Hurricane Shutters, Comes with Beach Club Membership.  Owner will assist to make property financeable and rentable while you wait for your plans to be approved.",,7500,33149,39,,,,,,62,Miami-Dade County,24-52-05-001-1810,08/23/2019 2:42:56 PM,,
A2158359,Active,63 SW 31 RD,4,2,1,1100000,,08/05/2015 12:00:00 AM,,Miami,39-40 54 41 BRICKELLS FLA,,3337,3337,1951,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,2,Driveway,Attached,"Dining/Living Room, Eat-In Kitchen",Fence,"Ceramic Floor, Tile Floors","First Floor Entry, Built-Ins, Closet Cabinetry, Other Interior Features",Irregular Lot,Below Ground Pool,0,,"Den/Library/Office, Family Room",Municipal Sewer,"Garden View, Other View",Municipal Water,"Blinds/Shades, Drapes & Rods",39-40 54 41 BRICKELLS FLA,3901,False,True,2 Master Bathrooms,R31-Pool Only,False,False,,,,,Card/Electric Gate,,No Restrictions,,,,,,,,,,,,,"Prestigious Vizcaya  neighborhood near Brickell and Key Biscayne. This spacious 4Bed, 2 1/2Bath home is privately gated and features a large family room and pool. This property includes adjacent land of 1068 sq feet Folio# 01-41-39-001-1750. Total lot size approximately 8800 sq feet. Proof of Funds or Desktop Underwriting required prior to scheduling a showing. Owner Occupied, 24 hour Advance Notice Required.",,X,33129,33,,,,,,1531,Miami-Dade County,01-41-39-001-1740,08/11/2015 2:46:00 PM,,
A10728135,Active,2901 SW 2nd Ave,3,3,0,995000,,08/22/2019 12:00:00 AM,,Miami,BRICKELL ESTATES,8000,3074,2535,1939,Cbs Construction,Detached,Two Story,Central Heat,Central Cooling,1,Circular Drive,,,Other,"Marble Floors, Wood Floors",Walk-In Closets,1/4 To Less Than 1/2 Acre Lot,"Above Ground Pool, Child Gate Fence",10x20,,Den/Library/Office,Municipal Sewer,Other View,Municipal Water,,BRICKELL ESTATES,7538,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,No Leasing,,,,,,,,,,,,,Beautiful 3/3 Pool home in Roads area with additional room that could be office/den/maids or guest room. State of the art kitchen with stainless steel appliances. Master Bedroom in ground floor. 2 bedrooms with shared full bathroom in second floor. Full cabana bath.,,,33129,29,,,,,,53,Miami-Dade County,01-41-38-009-0530,08/22/2019 1:17:01 PM,,
A10752776,Active,25 Bay Heights Dr,3,2,0,985000,,10/08/2019 12:00:00 AM,,Miami,BAY HEIGHTS,10374,2653,1889,1954,Concrete Block Construction,Detached,"One Story, Substantially Remodeled","Central Heat, Electric Heat, Reverse Cycle Unit","Ceiling Fans, Central Cooling, Electric Cooling",2,Circular Drive,Attached,,"Exterior Lighting, Open Porch, Patio, Storm/Security Shutters","Terrazzo Floors, Wood Floors","First Floor Entry, Other Interior Features, Split Bedroom",1/4 To Less Than 1/2 Acre Lot,Below Ground Pool,20x40,,Utility/Laundry In Garage,Municipal Sewer,Pool Area View,Municipal Water,"Blinds/Shades, Double Hung Metal",BAY HEIGHTS,7521,False,True,"2 Master Bathrooms, Combination Tub & Shower, Dual Sinks, Whirlpool/Spa",R31-Pool Only,False,False,,,,,"Paved Road, Public Road, Security Patrol, Sidewalks",,Other Restrictions,,Yearly,,,,2333,,,Bay Heights,,,,"Live in prestigious Bay Heights in the North Grove in a classic Mid-Century “Mad Men” style home.  3 large bedrooms with 2 updated baths, gorgeous, updated, gourmet kitchen with gas range.  Beautiful pool / patio / entertainment area with cool pergola. Alarm, sprinklers with well water, 2 car garage with electric openers.  New air conditioner!  Bay Heights has 24/7 police patrol, is in a no-flood zone, and is across from Vizcaya Museum and Gardens, close to Miami’s best public and private schools.  Easy access to everything – Key Biscayne, Coral Gables, Miami Int’l Airport, downtown, I-95 and of course the Village of Coconut Grove!",,10374,33133,27,,,,,,6,Miami-Dade County,01-41-14-006-0480,10/08/2019 3:06:07 PM,,
A10225639,Active,200 OCEAN LN,2,2,0,899000,,02/16/2017 12:00:00 AM,,Key Biscayne,,,1350,1350,1961,"Cbs Construction, Pre-Cast Concrete Construction",,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Valet Parking",Detached,"Breakfast Area, Dining/Living Room, Eat-In Kitchen",Patio,"Carpeted Floors, Marble Floors","Built-Ins, Foyer Entry, Walk-In Closets",,,,,,,,,,,12969,,,,C42-Condo 5+ Stories,False,False,,,2,13,,"Doorman, Guard At Site, Lobby Secured",Auto Parking On,,Quarterly,5744,0,0,5744,,,,Island House,208,,"Boutique Coop . The best kept secret of our island . only 160 units . 24 hs concierge . large units. beautiful lobby. manager on site. Valet Parking for your guests. Party rom facing the beach. Impeccable maintained. Impact glass windows. State of the art pool by the beach. Gym. Unit features a large terrace, and two bedrooms and two bathrooms. Open kitchen. Completely updated . Granite countertops. dining space. and remodeled bathrooms. A pleasure to show. Very easy to visit !!",,,33149,13,,,,,,970,Miami-Dade County,24-42-32-008-0220,02/28/2017 4:43:29 PM,,
A10716907,Active,350 Grapetree Dr,2,3,,899000,,08/12/2019 12:00:00 AM,,Key Biscayne,Grapetree Townhouse Condo,,1525,1525,1975,Cbs Construction,,,No Heat,Central Cooling,0,"1 Space, Covered Parking, Golf Cart Parking, Guest Parking, Street Parking",,"Breakfast Area, Dining/Living Room, Kitchen Dining","High Impact Doors, Open Balcony, Patio, Screened Porch, Shed","Tile Floors, Wood Floors","First Floor Entry, Closet Cabinetry, Cooking Island, Fire Sprinklers, Pantry, Walk-In Closets",,,,,Family Room,,,,"Drapes & Rods, High Impact Windows, Sliding",Grapetree Townhouse Condo,10053,,,Shower Only,T52-Townhouse Condo,False,False,,,1,1,,Complex Fenced,"Ok To Lease, Okay To Lease 1st Year, Other Restrictions",,Monthly,735,0,0,735,,,,Grapetree Townhomes,408,,"Beautifully remodeled 2 bedroom, 3 bathroom townhome on Grapetree Dr just steps away from the beach. The community features a large swimming pool, BBQ area, and a playground for the kids. Enjoy everything the island of Key Biscayne has to offer including restaurants, shops, excellent schools, and its close knit community.",,,33149,29,,,,,,63,Miami-Dade County,24-52-04-012-0630,08/12/2019 8:26:35 PM,,
A10554199,Active,450 Grapetree Dr,2,2,1,890000,,10/12/2018 12:00:00 AM,,Key Biscayne,GRAPETREE TOWNHOUSE CONDO,,,1404,1974,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,"Guest Parking, Street Parking",,,"Open Porch, Patio","Tile Floors, Wood Floors",First Floor Entry,,,,,Den/Library/Office,,,,,GRAPETREE TOWNHOUSE CONDO,10041,,,,T52-Townhouse Condo,False,False,,,1,2,,Other Security,Other Restrictions,,Monthly,695,0,0,695,,,GRAPETREE TOWNHOUSE,Grapetree Townhomes,305,,"FOR INVESTORS ONLY- RENTED UNTIL OCTOBER 31, 2019. Gorgeous 2/2.5 plus Den Renovated Grapetree Townhome for sale on Key Biscayne. Updated kitchen with top of the line appliances. Living room has been extended so larger than tax roll. Tile floors downstairs and wood floors upstairs. Steps from the beach through a private deeded access. In walking distance to Bill Baggs State Park, shops and restaurants. Wonderful opportunity to rent on Island Paradise!",,,33149,36,,,,,,362,Miami-Dade County,24-52-04-012-0460,10/13/2018 12:17:39 PM,,
A10735896,Active,119 SW 32ND RD,4,4,0,870000,,09/07/2019 12:00:00 AM,,Miami,EAST SHENANDOAH,10434,2512,2512,1937,Concrete Block With Brick,Attached,Two Story,Central Heat,Other,0,"Circular Drive, Covered Parking, Driveway",,,None,Ceramic Floor,"First Floor Entry, Second Floor Entry",Less Than 1/4 Acre Lot,Below Ground Pool,000,,Other,Municipal Sewer,None,Municipal Water,,EAST SHENANDOAH,6916,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,"Kitchen: It was all remodeled 8 years ago. The table is made of white quartz, a stone that does not scratch, does not stain and is very pretty; Laundry: It has a room for the laundry, with closets, dryer, washing machine and a sink for washing clothes; Living: Walls were opened to make it look wider.; Ceiling: The ceiling of the house is original wood, beautiful.; Fireplace: It was never used; Playroom: Beautiful decorative wall made with demolition wood, impeccable wood floor, ample space and lighting. The exit door to the patio has anti-impact glass; Master Bedroom + bath: Wooden floor, custom made wooden closets.",,,33129,35,,,,,,37,Miami-Dade County,01-41-39-007-0690,09/07/2019 11:06:55 PM,,
A10674855,Active,1176 SW 22nd Ter,3,3,1,850000,,05/16/2019 12:00:00 AM,,Miami,The Roads Villa 1,,2902,2902,2015,Cbs Construction,,,"Central Heat, Other","Central Cooling, Other",1,"2 Or More Spaces, Open Space Parking, Parking-Under Building",Attached,Kitchen Dining,"High Impact Doors, Patio",Ceramic Floor,"Built-Ins, Closet Cabinetry, Custom Mirrors, Fire Sprinklers, Other Interior Features, Walk-In Closets",,,,,Other,,,,,The Roads Villa 1,7963,,,"Dual Sinks, Shower Only",T51-Townhouse Fee Simple,False,False,,,0,0,,"Other Security, Tv Camera",Ok To Lease,,,0,0,0,,,,,The Roads Villa 1,1,,"Call this amazing Townhouse home. Located in the heart of Miami this spacious 3 bedrooms and 3.5 bathrooms offers lots of lighting and open spaces. Beautiful modern design with European kitchen with stainless steal appliances, quartz countertops and open island integrated to the living room specially design for great ambiance and entertainment. This maestro piece features high floor ceilings over 12"" in living room. Master suite with large master bathroom and spacious walk in closet, private rooftop terrace on the third floor. Custom made California closets in every single room. Great quality and finishes. Minutes away to the main transportation system of Miami. Metro rail, Trolley and Bus station. Within walking distance to shops, restaurants and much more!  Must see!",,,33129,58,,,,,,151,Miami-Dade County,01-41-40-063-0010,05/22/2019 11:01:18 AM,,
A10726829,Active,3524 SW 3rd Ave,4,3,0,849000,,08/21/2019 12:00:00 AM,,Miami,EAST SHENANDOAH,5750,2613,2485,1939,Concrete Block Construction,Detached,One Story,"Central Heat, Electric Heat","Ceiling Fans, Central Cooling, Electric Cooling",0,"Driveway, Street Parking",,Formal Dining,"Fence, High Impact Doors, Open Porch","Tile Floors, Wood Floors","Fireplace, Stacked Bedroom",Less Than 1/4 Acre Lot,,,,"Family Room, Utility Room/Laundry",Municipal Sewer,Garden View,Municipal Water,Blinds/Shades,EAST SHENANDOAH,7359,,False,"Dual Sinks, Shower Only",R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"~ Fantastic East Shenandoah / Roads Area Completely Remodeled 4 Bedroom / 3 Bathroom Home in Excellent Location ~ Renovated in 2017 ~ Modern Kitchen with Stainless Steel Appliances & Quartz Countertops ~ Natural Light Fills the Open Living and Dining Rooms ~ Huge Family Entertainment Room ~ Wood & Tile Floors Throughout ~ Impact Glass Windows & Doors ~ Indoor Laundry Room ~ Family Friendly Floor Plan ~ Relaxing Covered Terrace ~ Easy Access to Brickell, Downtown, Coral Gables and Miami Beach ~ Do Not Miss This Opportunity to Improve the Quality of Your Life! ~",,50 x 115,33145,22,,,,,,54,Miami-Dade County,01-41-39-007-2090,08/21/2019 11:57:31 AM,,
A10444254,Active,FINCA FILIAL DOCE FINCA FILIAL DIEZ,6,6,1,800000,,04/02/2018 12:00:00 AM,,Other County - Not In USA,FINCA FILIA,,,,2006,Cbs Construction,Detached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",3,Driveway,,"Breakfast Area, Eat-In Kitchen, Formal Dining, Kitchen Dining","Barbeque, High Impact Doors, Screened Balcony, Shed",Marble Floors,First Floor Entry,1/4 To Less Than 1/2 Acre Lot,,,,Maid/In-Law Quarters,Municipal Sewer,Garden View,Municipal Water,,FINCA FILIA,5000,,False,"2 Master Bathrooms, Dual Sinks, Separate Tub & Shower",R30-No Pool/No Water,False,False,,,,,"Additional Amenities, Clubhouse",,Ok To Lease,,Yearly,,,,100,,,,,,,"Immaculate residence shows as new! Extensive high quality custom finishes. Spacious & open floor plan - Chef's kitchen, butler's pantry, expansive family room, bar, gracious 2 story formal living rm, fireplace, formal dining rm, bedroom suite/cabana. Marble & hardwood floors. Level 2:ultra luxurious master,his/her baths & closets, private balcony,6 additional bedrooms. Outdoor loggia & Summer kitchen. Tropical landscaping & custom pool, generator, concrete dock",,,0,44,,,,,,400,Other County,400002287M,05/07/2018 10:24:42 AM,,
A10707296,Active,3621 SW 3rd Ave,2,2,0,799000,,07/15/2019 12:00:00 AM,,Miami,EAST SHENANDOAH,5800,1905,1553,1938,Cbs Construction,Detached,"Half Duplex, One Story",Central Heat,Central Cooling,0,"Driveway, Pavers",,,Patio,"Ceramic Floor, Wood Floors","First Floor Entry, Vaulted Ceilings",Less Than 1/4 Acre Lot,,,,"Family Room, Florida Room",Municipal Sewer,Other View,Municipal Water,,EAST SHENANDOAH,7388,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Location, Location, Location! Remarkable  Roads home on SW 3rd Ave Boulevard lined with lush trees. This property zoned duplex sits in an up and coming market active with redevelopment.   Cozy 2 Bedroom 1 bath with a  large Living/Family Room surrounded by windows allows for a natural light setting, vaulted wood beams ceiling, fireplace, hardwood floors and large patio with elegant and tropical landscaping.  Side unit is a cozy 1 bedroom 1 bath with front and side patios.  Live in ready or redevelop two large twin homes in this much desired neighborhood.  Don't miss this opportunity to live in one of the best areas Miami has to offer before prices hike up.",,,33145,35,,,,,,91,Miami-Dade County,01-41-39-007-1500,07/15/2019 6:54:55 PM,,
A10711391,Active,100 SW 28th Rd,3,2,0,699000,,07/23/2019 12:00:00 AM,,Miami,BRICKELL ESTATES,7814,2327,1875,1950,Concrete Block Construction,Detached,One Story,Central Heat,Central Cooling,1,"Covered Parking, Driveway, Street Parking",Attached,,"Fence, Fruit Trees, Patio","Ceramic Floor, Wood Floors",First Floor Entry,1/4 To Less Than 1/2 Acre Lot,,,,"Family Room, Utility Room/Laundry",Municipal Sewer,Other View,Municipal Water,,BRICKELL ESTATES,4867,,False,"Bidet, Shower Only",R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,Ok To Lease,,,,,,,,,BRICKELL ESTATES,,,,"Charming 1950 corner lot home in highly sought after The Roads. 3 bedroom/2 bath with 1 car garage. This home features large living areas in an open concept design. Master bedroom has private on-suite bathroom. Great architectural details make this home a true Miami 50's gem. Home needs TLC and restoration but has plenty of space to work with in a 7,814 sq ft lot. Fully fenced with mechanical gate to driveway. Minutes from Metro Brickell, Biscayne, Coral Gables and Coconut Grove. A+ Schools. Biking and walking trails nearby. Home being sold AS-Is.",,,33129,6,,,,,,83,Miami-Dade County,01-41-38-009-1340,07/23/2019 4:06:36 PM,,
A10669378,Active,200 Ocean Lane Dr,1,1,0,660000,,05/07/2019 12:00:00 AM,,Key Biscayne,ISLAND HOUSE APT INC - CO,,950,950,1961,Concrete Block Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"Assigned Parking, Detached, Valet Parking",,Dining/Living Room,Open Balcony,"Marble Floors, Tile Floors",Foyer Entry,,,,,,,,,"High Impact Windows, Impact Glass, Sliding",ISLAND HOUSE APT INC - CO,7797,,,Separate Tub & Shower,C45-Co-Op 5+ Stories,False,False,,,3,14,,"Complex Fenced, Doorman, Lobby Secured","Min.Down Payment Req., Other Restrictions, Renting Limited",,Quarterly,0,0,0,3431,,,ISLAND HOUSE APT,ISLAND HOUSE APT,304,,"Imagine beachfront living in an exclusive, one of a kind boutique building in Key Biscayne. This bright, modern and spacious one bedroom, one bath pied-a-terre apartment offers the luxury of having an open layout large enough to entertain. Spectacular and relaxing ocean views from all the rooms. Impact windows and sliding doors, smart home, electric shades and blackouts, bathroom with marble walls and flooring, kitchen with marble floors. Enjoy island living in this full service waterfront building with private beach access, heated pool, BBQ areas, gym, entertainment room, porte-cochere, 24-hour security and valet. Also available for rent",,,33149,28,,,,,,160,Miami-Dade County,24-42-32-008-0270,05/08/2019 3:23:39 PM,,
A10752502,Active,455 Grand Bay Dr,0,1,0,625000,,10/07/2019 12:00:00 AM,,Key Biscayne,G B RESORT CONDO HOTEL,,376,376,2001,"Concrete Block Construction, Cbs Construction",,,Central Heat,Central Cooling,1,1 Space,,,Other,"Carpeted Floors, Marble Floors",Other Interior Features,,,,,,,,,,G B RESORT CONDO HOTEL,5993,,,,C42-Condo 5+ Stories,False,False,,,12,20,,"Card Entry, Lobby Secured, Security Patrol",Other Restrictions,,Monthly,1034,0,0,1034,,,,Grand Bay,1219,,"Fully furnished. hotel package.  Hotel amenities include concierge service, valet, gym, tennis, spa, beach service and more. Enjoy all of the amenities of the Ritz-Carlton hotel while you have the hotel manage your unit when you are away.",,,33149,9,,,,,,7,Miami-Dade County,24-52-05-061-1380,10/09/2019 3:13:51 PM,,
A10735527,Active,200 Ocean Lane Dr,1,1,0,595000,,09/07/2019 12:00:00 AM,,Key Biscayne,ISLAND HOUSE APT INC - CO,,950,950,1961,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,"Assigned Parking, Guest Parking, Valet Parking",,Formal Dining,"Barbeque, Deck, Fence, High Impact Doors, Open Balcony",Other Floors,"First Floor Entry, Built-Ins, Closet Cabinetry, Custom Mirrors, Foyer Entry, Walk-In Closets",,,,,Great Room,,,,,ISLAND HOUSE APT INC - CO,2973,,,"Dual Sinks, Separate Tub & Shower",C45-Co-Op 5+ Stories,False,False,,,9,14,,"Complex Fenced, Doorman, Card Entry","Corporate Buyer OK, Exterior Alterations, Min.Down Payment Req., Ok To Lease, Renting Limited",,Monthly,1230,0,0,1230,,,,ISLAND HOUSE,904,,"--PRICE REDUCTION, GREAT OPPORTUNITY, MOTIVATED SELLER--ENJOY A LUXURY RESORT STYLE LIFE IN ONE OF THE MOST DESIRABLE BUILDINGS IN KEY BISCAYNE. VERY SPACIOUS, BRIGHT AND IMMACULATE APARTMENT WITH SPECTACULAR DIRECT VIEW OF THE BEACH AND THE OCEAN FROM THE OVERSIZED TERRACE AND FROM EVERY ROOM. WASHER AND DRYER INSIDE THE UNIT. THIS IMMACULATELY MAINTAINED BUILDING HAS BEEN RECENTLY RENOVATED AND ALL ASSESSMENTS HAVE BEEN PAID. PRIVATE BEACH ACCESS, GYM, HEATED POOL SURROUNDED BY BBQ AREAS AND BEAUTIFUL LANDSCAPING. MAINTENANCE INCLUDES ELECTRICITY, A/C, CABLE TV, INTERNET, VALET PARKING, PEST CONTROL, INSURANCE, WATER AND HOT WATER. PER OWNER, MEASURED LIVING AREA OF THE UNIT IS 1,314 SQ. FT. FURNITURE CAN STAY IF THE BUYER IS INTERESTED. (LAST FIVE PICTURES ARE DIGITALLY STAGED).",,,33149,48,,,,,,37,Miami-Dade County,24-42-32-008-0810,09/07/2019 4:26:59 PM,,
A10731517,Active,270 SW 29th Rd,5,4,0,594500,,08/28/2019 12:00:00 AM,,Miami,BRICKELL ESTATES,7000,2900,2900,2019,"Concrete Block Construction, New Construction",Detached,Other,Other,Other,1,Other Parking,,,Other,Other Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Family Room,Municipal Sewer,Garden View,Municipal Water,,BRICKELL ESTATES,8887,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"""The Roads"" -This is a once in a life time opportunity!! BUILD THE HOUSE OF YOUR DREAMS! Sale includes existing property and APPROVED PLANS to build a brand new 5 bedrooms 4 baths , 2,900 sq ft home!! Home stands in a 7,000 sq ft lot With a 1 car garage.. Plans took almost a year to get approved!! Minutes from Brickell, Downtown, the Grove, Key Biscayne, Coral Gables and I-95. Walking distance to Merry Brickell Village, Brickell City center, upscale Restaurants and Shops. Take the Approved Plans to a General Contractor and Start Building it!!! Imagine how much this house will be worth after its built!!!",,50 x 140,33129,5,,,,,,47,Miami-Dade County,01-41-38-009-0630,08/28/2019 6:33:20 PM,,
